"NU_ANO_CENSO"|"ID_TURMA"|"NO_TURMA"|"TX_HR_INICIAL"|"TX_MI_INICIAL"|"NU_DURACAO_TURMA"|"QT_MATRICULAS"|"TP_MEDIACAO_DIDATICO_PEDAGO"|"IN_ESPECIAL_EXCLUSIVA"|"IN_REGULAR"|"IN_EJA"|"IN_PROFISSIONALIZANTE"|"TP_ETAPA_ENSINO"|"CO_CURSO_EDUC_PROFISSIONAL"|"TP_TIPO_TURMA"|"IN_MAIS_EDUCACAO"|"NU_DIAS_ATIVIDADE"|"IN_DIA_SEMANA_DOMINGO"|"IN_DIA_SEMANA_SEGUNDA"|"IN_DIA_SEMANA_TERCA"|"IN_DIA_SEMANA_QUARTA"|"IN_DIA_SEMANA_QUINTA"|"IN_DIA_SEMANA_SEXTA"|"IN_DIA_SEMANA_SABADO"|"CO_TIPO_ATIVIDADE_1"|"CO_TIPO_ATIVIDADE_2"|"CO_TIPO_ATIVIDADE_3"|"CO_TIPO_ATIVIDADE_4"|"CO_TIPO_ATIVIDADE_5"|"CO_TIPO_ATIVIDADE_6"|"IN_BRAILLE"|"IN_RECURSOS_BAIXA_VISAO"|"IN_PROCESSOS_MENTAIS"|"IN_ORIENTACAO_MOBILIDADE"|"IN_SINAIS"|"IN_COMUNICACAO_ALT_AUMENT"|"IN_ENRIQ_CURRICULAR"|"IN_SOROBAN"|"IN_INFORMATICA_ACESSIVEL"|"IN_PORT_ESCRITA"|"IN_AUTONOMIA_ESCOLAR"|"IN_DISC_QUIMICA"|"IN_DISC_FISICA"|"IN_DISC_MATEMATICA"|"IN_DISC_BIOLOGIA"|"IN_DISC_CIENCIAS"|"IN_DISC_LINGUA_PORTUGUESA"|"IN_DISC_LINGUA_INGLES"|"IN_DISC_LINGUA_ESPANHOL"|"IN_DISC_LINGUA_FRANCES"|"IN_DISC_LINGUA_OUTRA"|"IN_DISC_LINGUA_INDIGENA"|"IN_DISC_ARTES"|"IN_DISC_EDUCACAO_FISICA"|"IN_DISC_HISTORIA"|"IN_DISC_GEOGRAFIA"|"IN_DISC_FILOSOFIA"|"IN_DISC_ENSINO_RELIGIOSO"|"IN_DISC_ESTUDOS_SOCIAIS"|"IN_DISC_SOCIOLOGIA"|"IN_DISC_EST_SOCIAIS_SOCIOLOGIA"|"IN_DISC_INFORMATICA_COMPUTACAO"|"IN_DISC_PROFISSIONALIZANTE"|"IN_DISC_ATENDIMENTO_ESPECIAIS"|"IN_DISC_DIVER_SOCIO_CULTURAL"|"IN_DISC_LIBRAS"|"IN_DISC_PEDAGOGICAS"|"IN_DISC_OUTRAS"|"CO_ENTIDADE"|"CO_REGIAO"|"CO_MESORREGIAO"|"CO_MICRORREGIAO"|"CO_UF"|"CO_MUNICIPIO"|"CO_DISTRITO"|"TP_DEPENDENCIA"|"TP_LOCALIZACAO"|"TP_CATEGORIA_ESCOLA_PRIVADA"|"IN_CONVENIADA_PP"|"TP_CONVENIO_PODER_PUBLICO"|"IN_MANT_ESCOLA_PRIVADA_EMP"|"IN_MANT_ESCOLA_PRIVADA_ONG"|"IN_MANT_ESCOLA_PRIVADA_SIND"|"IN_MANT_ESCOLA_PRIVADA_SIST_S"|"IN_MANT_ESCOLA_PRIVADA_S_FINS"|"TP_REGULAMENTACAO"|"TP_LOCALIZACAO_DIFERENCIADA"|"IN_EDUCACAO_INDIGENA"
2018|14203597|"104"|7|30|305|31|1|0|1|0|0|25|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|1|1|1|NA|1|0|1|0|0|0|1|1|1|1|1|1|NA|1|1|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203598|"105"|18|45|255|45|1|0|1|0|0|25|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|1|1|1|NA|1|0|1|0|0|0|1|1|1|1|1|1|NA|1|1|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203599|"11"|7|30|305|24|1|0|1|0|0|14|NA|0|0|6|0|1|1|1|1|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203601|"201"|7|30|305|23|1|0|1|0|0|26|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|1|1|1|NA|1|1|1|0|0|0|1|1|1|1|1|0|NA|1|1|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203602|"204"|18|45|255|16|1|0|1|0|0|26|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|1|1|1|NA|1|1|1|0|0|0|1|1|1|1|1|0|NA|1|1|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203603|"21"|7|30|305|25|1|0|1|0|0|15|NA|0|0|6|0|1|1|1|1|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203604|"32"|13|15|265|31|1|0|1|0|0|16|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203605|"51"|7|30|305|27|1|0|1|0|0|18|NA|0|0|6|0|1|1|1|1|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203606|"52"|13|15|265|30|1|0|1|0|0|18|NA|0|0|6|0|1|1|1|1|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203607|"61"|13|15|265|28|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203608|"71"|13|15|265|38|1|0|1|0|0|20|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203609|"72"|13|15|265|33|1|0|1|0|0|20|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203610|"81"|13|15|265|34|1|0|1|0|0|21|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|0|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14203611|"92"|13|15|265|36|1|0|1|0|0|41|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|0|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108202|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257185|"55"|13|15|315|16|1|0|1|0|0|18|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257186|"56"|13|15|315|18|1|0|1|0|0|18|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257187|"61"|7|45|265|31|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257188|"62"|7|45|265|34|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257189|"63"|7|45|265|27|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257190|"64"|13|15|315|30|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14257191|"65"|13|15|315|23|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108318|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14253985|"7 ANO B"|12|45|240|19|1|0|1|0|0|20|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108792|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14253986|"8 ANO A"|7|45|240|18|1|0|1|0|0|21|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108792|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14253987|"9 ANO A"|7|45|240|18|1|0|1|0|0|41|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108792|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14253988|"9 ANO B"|12|45|240|19|1|0|1|0|0|41|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108792|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903491|"22"|13|0|240|25|1|0|1|0|0|15|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903492|"32"|13|0|240|26|1|0|1|0|0|16|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903493|"41"|7|45|260|25|1|0|1|0|0|17|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903494|"42"|13|0|240|21|1|0|1|0|0|17|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903495|"52"|13|0|240|11|1|0|1|0|0|18|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903496|"72"|13|0|240|17|1|0|1|0|0|20|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13903497|"91"|7|45|260|25|1|0|1|0|0|41|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905114|"11"|7|45|260|17|1|0|1|0|0|14|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905115|"12"|13|0|240|18|1|0|1|0|0|14|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905116|"21"|7|45|260|19|1|0|1|0|0|15|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905117|"31"|7|45|260|23|1|0|1|0|0|16|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905118|"51"|7|45|260|18|1|0|1|0|0|18|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905119|"61"|7|45|260|23|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905120|"62"|13|0|240|23|1|0|1|0|0|19|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905121|"71"|7|45|260|23|1|0|1|0|0|20|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|13905122|"82"|13|0|240|32|1|0|1|0|0|21|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|0|0|0|0|1|1|1|1|0|1|NA|0|0|0|NA|NA|NA|0|NA|0|43108806|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243800|"11"|8|0|240|24|1|0|1|0|0|14|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243801|"12"|13|0|240|24|1|0|1|0|0|14|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243802|"21"|8|0|240|23|1|0|1|0|0|15|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243803|"22"|13|0|240|19|1|0|1|0|0|15|NA|0|0|6|0|1|1|1|1|1|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243804|"31"|8|0|240|21|1|0|1|0|0|16|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243805|"32"|8|0|240|18|1|0|1|0|0|16|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243806|"33"|13|0|240|19|1|0|1|0|0|16|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|14243807|"41"|8|0|240|28|1|0|1|0|0|17|NA|0|0|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|NA|0|0|NA|NA|NA|0|NA|1|43108830|4|4305|43026|43|4314902|431490205|2|1|NA|NA|NA|NA|NA|NA|NA|NA|1|0|0
2018|12179674|"E42M"|7|45|265|33|1|0|1|0|0|17|NA|0|NA|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|1|1|1|1|0|0|0|1|1|0|0|0|0|1|NA|1|0|NA|NA|NA|0|NA|1|43108423|4|4305|43026|43|4314902|431490205|4|1|1|0|NA|1|0|0|0|0|1|0|0
2018|12179958|"E60T"|13|40|260|16|1|0|1|0|0|19|NA|0|NA|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0|0|1|0|1|1|1|1|0|0|0|1|1|1|1|0|0|NA|0|0|0|NA|NA|NA|0|NA|0|43108423|4|4305|43026|43|4314902|431490205|4|1|1|0|NA|1|0|0|0|0|1|0|0
2018|12180008|"E32M"|7|45|265|28|1|0|1|0|0|16|NA|0|NA|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|1|1|1|1|0|0|0|1|1|0|0|0|0|1|NA|1|0|NA|NA|NA|0|NA|1|43108423|4|4305|43026|43|4314902|431490205|4|1|1|0|NA|1|0|0|0|0|1|0|0
2018|12180061|"E40T"|13|40|260|18|1|0|1|0|0|17|NA|0|NA|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|1|1|1|1|0|0|0|1|1|0|0|0|0|1|NA|1|0|NA|NA|NA|0|NA|1|43108423|4|4305|43026|43|4314902|431490205|4|1|1|0|NA|1|0|0|0|0|1|0|0
2018|12180118|"E41T"|13|40|260|22|1|0|1|0|0|17|NA|0|NA|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|1|1|1|1|0|0|0|1|1|0|0|0|0|1|NA|1|0|NA|NA|NA|0|NA|1|43108423|4|4305|43026|43|4314902|431490205|4|1|1|0|NA|1|0|0|0|0|1|0|0
2018|12180190|"E50T"|13|40|260|17|1|0|1|0|0|18|NA|0|NA|5|0|1|1|1|1|1|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|1|1|1|0|0|0|0|1|1|0|0|0|0|1|NA|1|0|NA|NA|NA|0|NA|0|43108423|4|4305|43026|43|4314902|431490205|4|1|1|0|NA|1|0|0|0|0|1|0|0
